CI-CLI2 33.1211 -115.5802 -60.2
CI-CLI 33.1403 -115.5266 -92.0
CI-CLM 34.0961 -117.7230 317.0
CI-CLO 34.2204 -119.0089 48.0
CI-CLT 34.0928 -117.3169 325.0
CI-CO2 33.8452 -115.3435 242.0
CI-COA 32.8634 -115.1234 36.0
CI-COK2 32.8505 -115.7284 -14.0
CI-COK 32.8495 -115.7279 -50.0
CI-COO 33.8960 -118.2164 20.9
CI-COY 33.3630 -116.3111 218.0
CI-CPE 32.8924 -117.1014 143.0
CI-CPM 34.1544 -116.1977 897.0
CI-CPO 32.6427 -116.4851 838.0
CI-CPP 34.0602 -117.8090 205.0
CI-CPT 33.3034 -117.3408 14.0
CI-CRF 33.8735 -118.0394 17.0
CI-CRG 35.2422 -119.7249 1169.0
CI-CRN 33.8757 -117.5611 204.8
CI-CRP 34.1362 -118.1270 233.0
CI-CRR 32.8868 -115.9692 66.0
CI-CSH 33.6442 -116.5956 1637.0
CI-CSL 34.4965 -118.6162 354.0
CI-CTC 33.6552 -115.9901 538.0
CI-CTD 33.3549 -118.4444 190.0
CI-CTW 33.6773 -115.8721 504.0
CI-CVW 34.9222 -118.9391 804.8
CI-CWC 36.4399 -118.0802 1595.0
CI-CZN 33.9138 -116.7841 538.0
CI-DAN 34.6375 -115.3812 428.0
CI-DB2 33.7352 -117.0629 591.0
CI-DBM 34.9788 -118.3611 1162.0
CI-DEC 34.2535 -118.3338 519.0
CI-DEV 33.9360 -116.5779 337.0
CI-DGR 33.6500 -117.0095 650.0
CI-DJJ 34.1062 -118.4550 268.0
CI-DLA 33.8482 -118.0962 14.0
CI-DNR 33.5667 -116.6306 1274.0
CI-DPP 32.9989 -116.9419 463.0
CI-DRC 32.8054 -115.4465 -15.0
CI-DRE 32.8053 -115.4468 -13.0
CI-DSC 35.1425 -116.1039 283.0
CI-DTC 34.4242 -118.6619 0.0
CI-DTP 35.2674 -117.8458 908.0
CI-DVT 32.6591 -116.1006 881.0
CI-DZA 32.6066 -116.7748 554.7
CI-ECF 34.4580 -119.0915 956.0
CI-EDW2 34.8811 -117.9939 772.0
CI-EDW 34.8830 -117.9911 789.0
CI-EL2 34.5295 -117.6435 979.5
CI-ELC 32.7814 -115.5356 -41.0
CI-ELM 34.5264 -117.6406 954.0
CI-ELR 33.1475 -115.8333 -97.0
CI-ELS2 33.6491 -117.4260 844.0
CI-ELS 33.6470 -117.4281 790.0
CI-EML 32.8908 -116.8457 161.0
CI-EMS 32.7392 -114.9852 11.0
CI-EOC 34.4503 -119.7694 75.0
CI-ERP 32.7431 -115.6635 -42.0
CI-ERR 33.1165 -115.8227 -56.0
CI-ESI 33.6739 -117.3264 388.0
CI-EW2 33.9406 -116.4084 639.0
CI-EWC 33.9372 -116.3822 466.0
CI-FAL 34.3098 -117.8100 2324.2
CI-FHO 34.0936 -116.9359 1614.0
CI-FIG 34.7283 -119.9880 945.0
CI-FIL 34.4233 -118.8353 205.0
CI-FLS 34.9704 -117.0391 990.0
CI-FMA 33.7183 -118.2849 15.0
CI-FMO 34.4092 -118.9212 137.0
CI-FMP 33.7126 -118.2938 89.0
CI-FON 34.0996 -117.4388 388.8
CI-FOX2 34.7339 -118.2405 719.7
CI-FOX 34.7443 -118.2326 683.0
CI-FPC 35.0820 -117.5827 916.7
CI-FRG 33.7572 -116.0623 887.0
CI-FRK 33.4021 -115.6384 60.0
CI-FTC 34.8715 -118.9002 986.0
CI-FUL 33.8717 -117.9225 51.0
CI-FUR 36.4670 -116.8632 -37.0
CI-GATR 34.5527 -120.5024 590.0
CI-GAV 34.0225 -117.5049 262.0
CI-GFP 34.1317 -118.3198 339.0
CI-GLA 33.0515 -114.8271 610.0
CI-GMA 34.2915 -116.3826 848.0
CI-GMR 34.7846 -115.6599 1326.0
CI-GOR 33.1537 -117.2292 138.0
CI-GOU 34.2212 -118.1883 587.0
CI-GPO 35.6494 -117.6619 705.0
CI-GR2 34.1182 -118.3002 342.0
CI-GRA 36.9961 -117.3662 689.0
CI-GRH 34.3080 -118.5595 723.0
CI-GRP 34.8048 -115.6071 1261.1
CI-GSA 34.1368 -118.1283 234.0
CI-GSC 35.3018 -116.8057 1000.0
CI-GTM 34.2946 -116.3560 836.0
CI-GVR 34.0497 -118.1200 141.0
CI-HAR 35.0114 -117.2991 620.0
CI-HAY 33.7073 -115.6389 458.0
CI-HDB 34.4007 -116.2874 875.0
CI-HDG 34.4289 -116.3058 1302.0
CI-HEC 34.8294 -116.3350 920.0
CI-HLL 34.1764 -118.3597 193.0
CI-HLN 34.1213 -117.2190 358.9
CI-HMT2 33.7081 -117.0015 593.0
CI-HMT 33.7088 -117.0039 582.0
CI-HOD 34.8389 -117.2475 807.0
CI-HOL 34.4582 -117.8451 1269.0
CI-HOT 33.3144 -116.5824 1934.0
CI-HYS 34.8653 -117.5697 833.0
CI-IBP 32.6611 -116.0929 879.0
CI-IDO 33.7968 -116.2215 469.0
CI-IDQ 33.7679 -116.2390 29.0
CI-IDY 33.7464 -116.7154 1632.0
CI-IKP 32.6501 -116.1095 906.0
CI-IMP 32.9015 -115.5607 -27.0
CI-IND 33.8167 -116.2304 324.0
CI-ING 32.9886 -115.3102 -33.0
CI-INS 33.9357 -116.1951 1654.0
CI-IPT 34.1970 -117.2850 943.0
CI-IR2 34.3881 -118.3997 562.0
CI-IRC 34.3885 -118.4030 533.0
CI-IRM 34.1574 -115.1451 567.0
CI-IRN 34.1600 -115.1848 990.7
CI-IRS 33.1909 -115.4290 -43.0
CI-ISA 35.6628 -118.4740 873.0
CI-IVY 33.7602 -117.4768 330.0
CI-JAW 35.3158 -118.0455 711.0
CI-JCS 33.0859 -116.5959 1264.0
CI-JEM 33.0810 -116.5975 1308.0
CI-JFS 35.3516 -117.6729 1393.0
CI-JNH2 34.4489 -117.9554 1305.0
CI-JNH 34.4479 -117.9570 1289.0
CI-JRC2 35.9825 -117.8089 1469.0
CI-JRC 35.9823 -117.8076 1452.0
CI-JTH 34.1264 -116.0378 606.4
CI-JUL 33.0482 -116.6136 1260.0
CI-JVA 34.3662 -116.6127 904.0
CI-KEE 33.6386 -116.6542 1359.0
CI-KIK 34.1504 -118.1016 237.2
CI-KML 33.5974 -117.8791 9.0
CI-KYP 34.1012 -118.8802 686.0
CI-KYV 33.9254 -116.1734 1498.2
CI-LAF 33.8689 -118.3314 20.0
CI-LAN 34.7268 -118.0518 684.0
CI-LAQ 33.6280 -116.2805 -4.0
CI-LAT 34.0445 -118.7764 351.0
CI-LAV 34.7660 -116.2888 814.0
CI-LAX 33.9438 -118.4139 4.0
CI-LBW1 33.7980 -118.0884 -16.3
CI-LCG 34.0003 -118.3779 108.0
CI-LCP 34.7355 -120.2800 199.0
CI-LDF 35.1307 -115.1842 1239.0
CI-LDR 34.9906 -118.3416 1121.0
CI-LEO 34.6306 -118.3050 1025.0
CI-LEV 34.6140 -118.2893 933.0
CI-LFP 34.3053 -118.4881 368.0
CI-LGB 33.9753 -118.1492 42.0
CI-LGU 34.1082 -119.0659 416.0
CI-LHU 34.6709 -118.4126 1000.0
CI-LJB 34.5909 -117.8489 861.0
CI-LJR 34.8076 -118.8678 1443.0
CI-LKH 33.2360 -116.7588 847.0
CI-LKL 34.6159 -117.8249 810.0
CI-LLN 34.4853 -117.8465 981.0
CI-LLS 33.6845 -117.9430 8.0
CI-LMH 33.7442 -117.3914 496.0
CI-LMR2 34.9344 -117.6963 964.0
CI-LMR 34.9343 -117.6966 965.0
CI-LMS 33.8174 -117.4450 443.0
CI-LMY 34.7332 -119.1039 1575.0
CI-LOC 34.6907 -120.4469 95.0
CI-LOK 34.7244 -119.0928 1538.0
CI-LPC 34.3148 -117.5464 1351.0
CI-LRL 35.4794 -117.6821 1341.0
CI-LRM 35.4774 -117.6900 1222.0
CI-LRR2 34.5271 -118.0300 906.0
CI-LRR 34.5263 -118.0287 880.0
CI-LTC 33.4938 -115.0770 275.0
CI-LTM 33.9151 -114.9191 749.6
CI-LTP 33.8811 -118.1757 20.0
CI-LTR 34.5211 -117.9903 855.0
CI-LUC2 34.4564 -116.9642 886.0
CI-LUC 34.4548 -116.9647 855.0
CI-LUG 34.3656 -117.3668 1140.0
CI-MAG 35.3616 -118.9228 135.0
CI-MAR 35.0026 -119.3402 411.0
CI-MCT 34.2264 -116.0407 661.0
CI-MDA 33.9138 -117.0007 820.0
CI-MEC 33.6354 -116.0293 448.0
CI-MGE 33.8184 -116.3687 68.0
CI-MIK 34.1369 -118.1260 275.0
CI-MIKB 34.1369 -118.1260 231.0
CI-MIR 33.4162 -116.0817 30.0
CI-MIS 33.7403 -118.3352 299.0
CI-MLAC 37.6302 -118.8361 2162.0
CI-MLL 34.0912 -116.9371 1480.0
CI-MLS 34.0046 -117.5616 230.0
CI-MMC 33.5730 -117.7626 46.0
CI-MNO 33.9474 -117.1728 564.0
CI-MNT 34.4569 -118.4444 701.0
CI-MOP 34.2810 -118.9047 141.0
CI-MOR 33.5039 -117.1399 331.0
CI-MPI 34.8126 -119.1453 2673.0
CI-MPM 36.0580 -117.4890 1839.0
CI-MPP 34.8885 -119.8136 1739.0
CI-MRV 34.0614 -116.5438 936.0
CI-MSC 34.0385 -116.6479 938.0
CI-MSJ 33.8080 -116.9679 466.0
CI-MTG 33.1991 -116.6473 1092.0
CI-MTL 34.2688 -118.2374 1540.5
CI-MTP 35.4843 -115.5532 1588.0
CI-MUR 33.6000 -117.1954 562.0
CI-MWC 34.2236 -118.0583 1725.0
CI-NBS 34.7803 -116.5580 590.0
CI-NCH 34.9427 -119.6739 665.0
CI-NEE2 34.7676 -114.6188 271.0
CI-NEE 34.8249 -114.5994 170.0
CI-NEN 34.7754 -118.5010 859.0
CI-NHL 34.3915 -118.5995 542.0
CI-NJQ 34.5341 -120.1774 219.0
CI-NOT 34.2287 -118.5583 247.5
CI-NSS2 33.5555 -115.9459 17.0
CI-NSS 33.5561 -115.9465 -16.0
CI-NW2 33.0873 -115.6927 -100.0
CI-NWH 33.7331 -117.7511 96.0
CI-OAK 34.3636 -118.7844 832.0
CI-OAT 34.3436 -118.6144 1089.0
CI-OCP 32.7475 -116.0193 155.1
CI-OGC 33.7882 -117.8440 64.0
CI-OKV 34.3970 -119.2987 124.0
CI-OLI 33.9454 -117.9237 162.0
CI-OLP 32.6077 -116.9302 159.0
CI-OLY 33.4314 -117.1181 446.0
CI-ORK 33.5662 -115.7699 1039.0
CI-OSI 34.6145 -118.7235 718.0
CI-PALA 33.3890 -117.0318 552.0
CI-PAS 34.1484 -118.1712 257.0
CI-PASA 34.1484 -118.1711 307.8
CI-PASC 34.1714 -118.1852 341.0
CI-PCF 34.0530 -117.7914 226.0
CI-PDE 34.4420 -118.5821 328.0
CI-PDM 34.3034 -114.1415 144.0
CI-PDR 33.9627 -118.4370 45.0
CI-PDU 34.1207 -117.6381 445.0
CI-PDW 33.9240 -117.6171 168.0
CI-PEM 34.1669 -117.8701 777.0
CI-PER 33.8616 -117.2053 468.0
CI-PGA 33.4914 -117.0635 351.5
CI-PHL 35.4077 -120.5456 355.0
CI-PKM 34.8956 -119.8208 1673.0
CI-PLC 33.8244 -116.5119 130.0
CI-PLE 34.9686 -119.0690 1050.0
CI-PLM 33.3536 -116.8627 1691.0
CI-PLS 33.7953 -117.6091 1181.0
CI-PLT 32.7312 -114.7301 26.0
CI-PMD 33.6478 -116.3777 296.0
CI-PNM 33.9774 -115.8016 1101.0
CI-POB2 33.6871 -116.9238 999.0
CI-POB 33.6870 -116.9240 974.0
CI-PSD 33.8239 -116.5503 144.0
CI-PSP 33.7937 -116.5497 162.0
CI-PSR 34.0918 -117.8071 305.0
CI-PTD 34.0044 -118.8069 7.0
CI-PUT 34.6912 -117.9692 747.0
CI-PVR 33.7524 -118.3717 153.0
CI-QAL 34.7491 -118.7152 1232.0
CI-QUG 34.3956 -118.4984 515.0
CI-RAG 34.6829 -116.1514 722.0
CI-RAY 34.0375 -116.8131 2369.0
CI-RCT 36.3052 -119.2438 107.0
CI-RCU 34.0831 -117.5244 331.0
CI-RG2 35.7488 -117.6290 658.0
CI-RGC 35.8408 -117.6606 693.0
CI-RHC2 34.0009 -118.0133 362.0
CI-RHC 34.0009 -118.0131 364.0
CI-RIN 34.2820 -118.4793 304.0
CI-RIO 34.1047 -117.9796 118.0
CI-RKMO 33.6742 -117.6095 408.0
CI-RMM 34.6438 -116.6244 1777.0
CI-RMR 34.2128 -116.5763 1663.0
CI-RPV 33.7435 -118.4041 107.0
CI-RRS 33.8822 -117.3665 420.0
CI-RRX 34.8753 -116.9968 676.2
CI-RSB 33.9731 -117.3272 297.0
CI-RSS 33.9733 -117.3267 298.0
CI-RUN 32.9722 -114.9781 116.0
CI-RUS 34.0508 -118.0808 70.0
CI-RVR 33.9935 -117.3755 266.0
CI-RVS 34.0347 -114.5187 629.0
CI-RXH 33.1831 -115.6226 -59.0
CI-RYS 34.6434 -119.3522 1807.0
CI-SAD 34.0809 -118.6655 715.0
CI-SAL 33.2801 -115.9858 14.0
CI-SAN 33.7043 -117.8858 11.0
CI-SBB2 34.6884 -117.8242 825.0
CI-SBB 34.6882 -117.8250 796.0
CI-SBC 34.4408 -119.7149 94.0
CI-SBI 33.4805 -119.0299 41.0
CI-SBK 35.0791 -117.5829 851.0
CI-SBP 34.2324 -117.2349 1843.0
CI-SBPX 34.2324 -117.2348 1860.0
CI-SCC 34.9409 -120.1730 565.0
CI-SCD 34.3684 -119.3447 183.0
CI-SCI2 32.9799 -118.5470 199.0
CI-SCY 34.1065 -118.4553 250.0
CI-SCZ2 33.9954 -119.6351 440.0
CI-SCZ 33.9953 -119.6343 413.0
CI-SDD 33.5526 -117.6617 120.0
CI-SDG 32.7840 -117.1380 101.0
CI-SDP 34.5655 -120.5014 631.0
CI-SDR 32.7356 -116.9424 113.0
CI-SDW 34.6095 -117.0759 1125.0
CI-SES 34.4369 -119.1375 480.0
CI-SGL 32.6493 -115.7264 75.0
CI-SHE 34.2387 -115.7135 750.0
CI-SHH 34.1877 -115.6553 1075.0
CI-SHO 35.8995 -116.2753 451.0
CI-SHU 34.6428 -118.1645 774.0
CI-SIL 34.3480 -116.8275 1698.0
CI-SIM 35.3502 -119.9965 578.0
CI-SIO 34.2930 -119.1646 78.0
CI-SIP 34.2045 -118.7807 694.0
CI-SJU 33.4872 -117.6811 -3.0
CI-SKY 33.7757 -117.1071 774.0
CI-SLA 35.8909 -117.2833 1174.0
CI-SLB 33.4852 -115.8664 0.0
CI-SLC 34.4959 -119.7143 1164.0
CI-SLG 34.1095 -119.0650 381.0
CI-SLH 33.1927 -116.2540 208.0
CI-SLM 34.4523 -118.4227 523.0
CI-SLP 34.5535 -120.3982 113.0
CI-SLR 33.8336 -116.7974 1567.0
CI-SLT 33.2649 -115.9242 -83.0
CI-SME 33.8229 -117.3562 466.0
CI-SMF2 34.0220 -118.4463 52.2
CI-SMF 34.0216 -118.4467 19.0
CI-SMI 34.0382 -120.3513 165.0
CI-SMM 35.3142 -119.9958 599.0
CI-SMO 33.5356 -116.4624 2403.0
CI-SMR 35.3770 -120.6125 341.0
CI-SMS 34.0144 -118.4562 43.0
CI-SMV 34.2709 -118.7441 276.0
CI-SMW 35.0111 -120.4100 169.0
CI-SNCC 33.2479 -119.5244 275.0
CI-SND 35.1426 -118.3029 1294.0
CI-SNO 34.0352 -116.8078 2339.0
CI-SNR 32.8618 -115.4360 -63.0
CI-SNS 33.4324 -117.5505 117.0
CI-SOF 33.3706 -117.5574 10.0
CI-SOT 34.4160 -118.4490 409.0
CI-SPF 34.0593 -118.6461 470.0
CI-SPG2 36.2006 -118.7662 627.0
CI-SPG 36.1355 -118.8110 314.0
CI-SPM 34.4720 -115.4034 918.2
CI-SRI 33.9787 -120.0789 392.0
CI-SRN 33.8285 -117.7894 208.0
CI-SRT 35.6923 -117.7505 667.0
CI-SS2 34.2073 -117.5004 1574.0
CI-SSC 33.9955 -119.6351 413.0
CI-SSM 34.0373 -120.3511 126.0
CI-SSN 33.2449 -119.5074 217.0
CI-SSS 34.0310 -117.4550 336.0
CI-SSW 33.1775 -115.6156 -64.0
CI-STC 34.3030 -119.1868 180.0
CI-STG 33.6640 -117.7686 49.0
CI-STO 34.6920 -117.1173 1145.0
CI-STS 33.7903 -118.1988 4.0
CI-STT 34.7890 -118.4636 796.0
CI-SU2 32.9448 -115.8000 160.8
CI-SUN 34.2105 -117.6939 1652.0
CI-SUP 32.9554 -115.8255 177.0
CI-SVD 34.1065 -117.0982 605.0
CI-SWM 34.7160 -118.5836 1184.0
CI-SWP 32.7918 -116.0972 265.0
CI-SWS 32.9451 -115.7999 140.0
CI-SXT 34.3379 -119.2148 488.0
CI-SYL 34.3536 -118.4510 928.0
CI-SYP 34.5277 -119.9783 1278.0
CI-SYS 32.5794 -116.9149 181.0
CI-TA2 34.3820 -117.6782 2249.0
CI-TAB 34.3824 -117.6819 2274.0
CI-TCC 33.9947 -118.0140 195.0
CI-TCF 34.0838 -118.5990 203.0
CI-TEH 35.2913 -118.4208 846.0
CI-TEJ 35.2311 -118.6888 650.0
CI-TER 35.3314 -119.3645 90.0
CI-TFT 35.1459 -119.4195 233.0
CI-THC 34.9085 -118.6644 1688.0
CI-THM 33.6507 -116.0773 60.0
CI-THP 33.8317 -116.3390 121.1
CI-THX 33.6349 -116.1640 -31.0
CI-TIN 37.0542 -118.2301 1197.0
CI-TJR 35.0272 -118.7437 398.0
CI-TM2 35.0869 -119.5354 989.0
CI-TM3 35.0869 -119.5359 1037.0
CI-TMB 35.0873 -119.5355 978.0
CI-TOP 33.5240 -116.4253 2611.0
CI-TOR 33.5753 -116.2258 4.0
CI-TOV 34.1561 -118.8204 298.0
CI-TOW2 35.8086 -117.7649 685.0
CI-TOW 35.8088 -117.7649 653.0
CI-TPC 34.1056 -116.0494 686.0
CI-TPM 34.3627 -116.0820 1049.0
CI-TPO 34.8788 -118.2286 769.0
CI-TTM 34.3354 -114.8283 1101.1
CI-TUQ 35.4358 -115.9239 1350.0
CI-TWL 34.2783 -118.5955 352.0
CI-UPL 34.1482 -117.6994 516.0
CI-USB 34.4130 -119.8427 14.0
CI-USC 34.0192 -118.2863 58.0
CI-VCS 34.4837 -118.1178 992.0
CI-VES 35.8409 -119.0847 154.0
CI-VET 34.2968 -118.0283 1757.0
CI-VG2 33.8325 -116.8104 1465.0
CI-VLY 33.7361 -117.1581 445.0
CI-VOG 36.3210 -119.3823 90.0
CI-VPD 33.8160 -117.7634 147.0
CI-VRD 34.2146 -118.2796 897.0
CI-VST 33.1559 -117.2320 76.0
CI-VTV 34.5606 -117.3296 843.0
CI-VVD 34.4435 -118.6633 451.0
CI-WAS2 35.7377 -118.5574 1828.0
CI-WBM 35.6084 -117.8905 892.0
CI-WBS 35.5366 -118.1403 1898.0
CI-WCH 35.8789 -118.0740 2461.0
CI-WCS 36.0270 -117.7676 1135.0
CI-WCX 35.7115 -117.5945 654.0
CI-WER 35.0605 -119.0271 130.0
CI-WES 32.7590 -115.7316 -8.0
CI-WGR 34.5108 -119.2741 554.0
CI-WHF 35.6951 -118.3518 859.0
CI-WHS 36.1051 -117.7618 1411.0
CI-WHV 35.5099 -118.5190 971.0
CI-WI2 33.2768 -115.5809 -63.0
CI-WIN 33.6830 -117.1037 600.0
CI-WIS 33.2759 -115.5954 -102.0
CI-WJP 35.4109 -118.4820 1090.0
CI-WKT 35.7940 -118.4434 849.0
CI-WLH2 36.1521 -118.3132 2672.0
CI-WLH 36.1524 -118.3131 2645.0
CI-WLK 33.0513 -115.4919 -82.0
CI-WLS2 34.5790 -117.7194 889.0
CI-WLS 34.5789 -117.7193 890.0
CI-WLT 34.0095 -117.9508 107.0
CI-WMD 33.0383 -115.5819 -45.0
CI-WMF 36.1177 -117.8548 1513.0
CI-WNM 35.8422 -117.9062 974.3
CI-WNS 34.1150 -118.3800 306.1
CI-WOF 35.5354 -118.7135 1306.0
CI-WOR 35.6956 -118.2425 795.0
CI-WRC2 35.9479 -117.6504 943.0
CI-WRC 35.9490 -117.6479 930.0
CI-WRV 36.0078 -117.8906 1039.0
CI-WS2 34.5942 -118.5803 1189.2
CI-WSC 35.7043 -117.8875 853.0
CI-WSH 35.5996 -117.4926 764.0
CI-WSP 34.5962 -118.5797 1188.0
CI-WSS 34.1717 -118.6497 316.0
CI-WTT2 33.9487 -118.2554 37.0
CI-WTT 33.9487 -118.2555 37.0
CI-WVP2 35.9494 -117.8177 1465.0
CI-WVP 35.9494 -117.8172 1435.0
CI-WWC 33.9407 -116.4088 619.0
CI-WWF 33.2788 -115.5789 -61.0
CI-WWP 35.7356 -118.0881 1117.0
CI-WWR 33.9901 -116.6558 655.0
CI-XMS 35.5231 -117.3642 667.0
CI-XTL 34.2960 -117.8622 1643.0
CI-YAQ 33.1666 -116.3539 430.0
CI-YEG 35.4366 -119.9601 907.0
CI-YMD 32.5540 -114.5535 39.0
CI-YUC 34.1968 -116.4058 1077.0
CI-YUH2 32.6475 -115.9223 184.0
CI-YUH 32.6473 -115.9225 158.0
EN-ELM 33.1772 -115.6134 -64.0
EN-ENG 33.1477 -115.5438 -64.0
EN-HAT 33.1705 -115.5883 -64.0
EN-LIN 33.1473 -115.6387 -64.0
EN-OBS 33.1752 -115.6379 -64.0
EN-RED 33.1996 -115.6088 -64.0
EN-SIM 33.1913 -115.5450 -64.0
EN-YOU 33.1330 -115.6060 -64.0
FA-FABS 34.0668 -118.4420 66.0
NC-MBE 36.7454 -119.2829 990.0
NC-MCV 37.5900 -118.8291 2542.0
NC-MDP 37.6325 -119.0797 2315.0
NC-MDPB 37.6323 -119.0794 2360.0
NC-MHD 37.1171 -119.8950 147.0
NC-MMI 37.4196 -119.7438 1288.0
NC-MMT 37.3760 -119.1796 2714.0
NC-MRH 36.2863 -119.0871 432.0
NC-MTC 37.6315 -118.9661 2371.0
NC-MTU 37.3532 -118.5633 1792.0
NC-PAD 35.6400 -120.8662 430.0
NC-PBI 35.1614 -120.4750 522.0
NC-PBIB 35.1614 -120.4752 522.0
NC-PBP 35.5791 -120.0775 569.0
NC-PHC 35.6822 -121.1537 502.0
NC-PMC 35.7252 -120.3706 471.0
NC-PMG 35.4298 -120.5201 486.0
NC-PPB 35.2610 -120.8862 63.0
